Title,Tags
Clock synchronization in a network with asymmetric delays,<computer networks
Recursive definitions over an inductive type with nested components,<logic
Recursive definitions over an inductive type with nested components,<coq
Recursive definitions over an inductive type with nested components,<type theory
Recursive definitions over an inductive type with nested components,<recursion
Recursive definitions over an inductive type with nested components,<proof assistants
Algorithm to test whether a binary tree is a search tree and count complete branches,<algorithms
Algorithm to test whether a binary tree is a search tree and count complete branches,<recursion
Algorithm to test whether a binary tree is a search tree and count complete branches,<trees
Equivalence of BÌ?chi automata and linear mu calculus,<logic
Equivalence of BÌ?chi automata and linear mu calculus,<automata
Equivalence of BÌ?chi automata and linear mu calculus,<formal methods
Equivalence of BÌ?chi automata and linear mu calculus,<linear temporal logic
Equivalence of BÌ?chi automata and linear mu calculus,<buchi automata
Are there inherently ambiguous and deterministic context free languages?,<formal languages
Are there inherently ambiguous and deterministic context free languages?,<automata
Are there inherently ambiguous and deterministic context free languages?,<formal grammars
Are there inherently ambiguous and deterministic context free languages?,<pushdown automata
Determining capabilities of a min heap (or other exotic) state machines,<formal languages
Determining capabilities of a min heap (or other exotic) state machines,<automata
Are there improvements on Dana Angluin s algorithm for learning regular sets,<algorithms
Are there improvements on Dana Angluin s algorithm for learning regular sets,<learning theory
Are there improvements on Dana Angluin s algorithm for learning regular sets,<machine learning
How fundamental are matroids and greedoids in algorithm design?,<algorithms
How fundamental are matroids and greedoids in algorithm design?,<combinatorics
How fundamental are matroids and greedoids in algorithm design?,<optimization
What Is The Complexity of Implementing a Particle Filter?,<computational geometry
What Is The Complexity of Implementing a Particle Filter?,<knowledge representation
What Is The Complexity of Implementing a Particle Filter?,<reasoning
What Is The Complexity of Implementing a Particle Filter?,<statistics
How to define quantum Turing machines?,<quantum computing
How to define quantum Turing machines?,<turing machines
How to define quantum Turing machines?,<computation models
Do subqueries add expressive power to SQL queries?,<database theory
Do subqueries add expressive power to SQL queries?,<relational algebra
What are the conditions for a NFA for its equivalent DFA to be maximal in size?,<formal languages
What are the conditions for a NFA for its equivalent DFA to be maximal in size?,<automata
What are the conditions for a NFA for its equivalent DFA to be maximal in size?,<regular languages
What are the conditions for a NFA for its equivalent DFA to be maximal in size?,<finite automata
What are the conditions for a NFA for its equivalent DFA to be maximal in size?,<nondeterminism
Analyzing load balancing schemes to minimize overall execution time,<scheduling
Analyzing load balancing schemes to minimize overall execution time,<distributed systems
Analyzing load balancing schemes to minimize overall execution time,<parallel computing
Extension of SQL capturing mathsf{P},<database theory
Extension of SQL capturing mathsf{P},<complexity theory
Extension of SQL capturing mathsf{P},<finite model theory
Extension of SQL capturing mathsf{P},<descriptive complexity
Natural occurrences of monads that make use of the category theoretical framework,<applied theory
Natural occurrences of monads that make use of the category theoretical framework,<category theory
Is this finite graph problem decidable? What factors make a problem decidable?,<algorithms
Is this finite graph problem decidable? What factors make a problem decidable?,<computability
Is this finite graph problem decidable? What factors make a problem decidable?,<graph theory
Is this finite graph problem decidable? What factors make a problem decidable?,<undecidability
Equivalence of Kolmogorov Complexity definitions,<computability
Equivalence of Kolmogorov Complexity definitions,<kolmogorov complexity
Type checking algorithms,<algorithms
Type checking algorithms,<programming languages
Type checking algorithms,<reference request
Type checking algorithms,<type checking
Analysis of and references for Koch snowflake like (and other exotic) network topologies,<computer networks
Analysis of and references for Koch snowflake like (and other exotic) network topologies,<network topology
How to determine if a database schema violates one of the less known normal forms?,<database theory
How to determine if a database schema violates one of the less known normal forms?,<databases
Is there an equivalent of van Emde Boas trees for ropes?,<data structures
Ratio of decidable problems,<computability
Ratio of decidable problems,<undecidability
A sufficient and necessary condition about regularity of a language,<formal languages
A sufficient and necessary condition about regularity of a language,<regular languages
Minimum number of clues to fully specify any sudoku?,<sudoku
Minimum number of clues to fully specify any sudoku?,<combinatorics
What are the possible sets of word lengths in a regular language?,<formal languages
What are the possible sets of word lengths in a regular language?,<computability
What are the possible sets of word lengths in a regular language?,<regular languages
What are the possible sets of word lengths in a regular language?,<finite automata
Efficient encoding of sudoku puzzles,<combinatorics
Efficient encoding of sudoku puzzles,<modelling
Efficient encoding of sudoku puzzles,<information theory
Efficient encoding of sudoku puzzles,<sudoku
Efficient compression of unlabeled trees,<algorithms
Efficient compression of unlabeled trees,<data structures
Efficient compression of unlabeled trees,<trees
Efficient compression of unlabeled trees,<binary trees
"Is there a natural"" undecidable language?""""s there a ""natural"" undecidabl"""" there a ""natural"" """"there a """"""""",<formal languages
"Is there a natural"" undecidable language?""""s there a ""natural"" undecidabl"""" there a ""natural"" """"there a """"""""",<automata
"Is there a natural"" undecidable language?""""s there a ""natural"" undecidabl"""" there a ""natural"" """"there a """"""""",<computability
"Is there a natural"" undecidable language?""""s there a ""natural"" undecidabl"""" there a ""natural"" """"there a """"""""",<undecidability
How to come up with the runtime of algorithms?,<algorithms
How to come up with the runtime of algorithms?,<algorithm analysis
How to come up with the runtime of algorithms?,<runtime analysis
How to come up with the runtime of algorithms?,<reference question
The time complexity of finding the diameter of a graph,<algorithms
The time complexity of finding the diameter of a graph,<time complexity
The time complexity of finding the diameter of a graph,<graph theory
A Case Distinction on Dynamic Programming: Example Needed!,<algorithms
A Case Distinction on Dynamic Programming: Example Needed!,<dynamic programming
Is an in•Ânite union of context free languages always context free?,<formal languages
Is an in•Ânite union of context free languages always context free?,<context free
Is an in•Ânite union of context free languages always context free?,<closure properties
"Why polynomial time is called efficient""?""""hy polynomi""",<algorithms
"Why polynomial time is called efficient""?""""hy polynomi""",<complexity theory
"Why polynomial time is called efficient""?""""hy polynomi""",<terminology
"Why polynomial time is called efficient""?""""hy polynomi""",<efficiency
Implementing the GSAT algorithm   How to select which literal to flip?,<algorithms
Implementing the GSAT algorithm   How to select which literal to flip?,<satisfiability
Implementing the GSAT algorithm   How to select which literal to flip?,<3 sat
Identifying events related to dates in a paragraph,<algorithms
Identifying events related to dates in a paragraph,<data mining
Identifying events related to dates in a paragraph,<natural lang processing
Easy reduction from 3SAT to Hamiltonian path problem,<complexity theory
Easy reduction from 3SAT to Hamiltonian path problem,<np hard
Stability for couples in the Stable Matching Problem,<combinatorics
Are two level schedulers only useful to manage swapping?,<operating systems
Are two level schedulers only useful to manage swapping?,<process scheduling
Round robin scheduling: allow listing a process multiple times?,<operating systems
Round robin scheduling: allow listing a process multiple times?,<process scheduling
Why store self and parent links (. and ..) in a directory entry?,<operating systems
Why store self and parent links (. and ..) in a directory entry?,<filesystems
Problems Implementing Closures in Non functional Settings,<programming languages
Problems Implementing Closures in Non functional Settings,<semantics
"Parsing arbitrary context free grammars, mostly short snippets",<formal languages
"Parsing arbitrary context free grammars, mostly short snippets",<parsers
"Parsing arbitrary context free grammars, mostly short snippets",<compilers
Influence of the dimension of cellular automata on complexity classes,<complexity theory
Influence of the dimension of cellular automata on complexity classes,<time complexity
Influence of the dimension of cellular automata on complexity classes,<cellular automata
Reflection on Concurrency,<programming languages
Reflection on Concurrency,<semantics
Reflection on Concurrency,<concurrency
Reflection on Concurrency,<reflection
"Analyzing a modified version of the card game War""""""naly""",<algorithms
"Analyzing a modified version of the card game War""""""naly""",<optimization
(When) is hash table lookup O(1)?,<algorithm analysis
(When) is hash table lookup O(1)?,<data structures
(When) is hash table lookup O(1)?,<runtime analysis
(When) is hash table lookup O(1)?,<hash tables
Are today s massive parallel processing units able to run cellular automata efficiently?,<computer architecture
Are today s massive parallel processing units able to run cellular automata efficiently?,<parallel computing
Are today s massive parallel processing units able to run cellular automata efficiently?,<cellular automata
How is a JIT compiler different from an ordinary compiler?,<compilers
Is it possible to solve the halting problem if you have a constrained or a predictable input?,<computability
Is it possible to solve the halting problem if you have a constrained or a predictable input?,<undecidability
Is it possible to solve the halting problem if you have a constrained or a predictable input?,<software engineering
Is it possible to solve the halting problem if you have a constrained or a predictable input?,<formal methods
How to determine likely connections in a social network?,<algorithms
How to determine likely connections in a social network?,<machine learning
How to determine likely connections in a social network?,<modelling
How to determine likely connections in a social network?,<social networks
How to prove that a language is not context free?,<formal languages
How to prove that a language is not context free?,<context free
How to prove that a language is not context free?,<proof techniques
How to prove that a language is not context free?,<reference question
Why are the total functions not enumerable?,<computability
Why are the total functions not enumerable?,<semi decidability
Why are the total functions not enumerable?,<enumeration
Why would anyone want CISC?,<computer architecture
Hash tables versus binary trees,<algorithms
Hash tables versus binary trees,<data structures
Hash tables versus binary trees,<binary trees
Hash tables versus binary trees,<hash tables
Is there an abstract machine that can capture power consumption?,<complexity theory
Is there an abstract machine that can capture power consumption?,<computer architecture
Is there an abstract machine that can capture power consumption?,<power consumption
Is there an abstract machine that can capture power consumption?,<machine models
Decidable non context sensitive languages,<formal languages
Decidable non context sensitive languages,<complexity theory
Decidable non context sensitive languages,<formal grammars
Decidability of prefix language,<computability
Decidability of prefix language,<undecidability
Proving the security of Nisan Wigderson pseudo random number generator,<cryptography
Proving the security of Nisan Wigderson pseudo random number generator,<pseudo random generators
How is the loop invariant obtained in this square root bound finding algorithm?,<algorithms
How is the loop invariant obtained in this square root bound finding algorithm?,<loop invariants
How is the loop invariant obtained in this square root bound finding algorithm?,<correctness proof
Universality of the Toffoli gate,<quantum computing
Universality of the Toffoli gate,<circuits
Universality of the Toffoli gate,<turing completeness
Understanding text{handle} in parsing problem,<formal languages
Understanding text{handle} in parsing problem,<compilers
Understanding text{handle} in parsing problem,<parsers
Strategies for becoming unstuck in understanding TCS,<computability
Strategies for becoming unstuck in understanding TCS,<education
Strategies for becoming unstuck in understanding TCS,<intuition
Graph searching: Breadth first vs. depth first,<algorithms
Graph searching: Breadth first vs. depth first,<graph theory
Graph searching: Breadth first vs. depth first,<search algorithms
Graph searching: Breadth first vs. depth first,<graph traversal
ML function of type  a  >  b,<programming languages
ML function of type  a  >  b,<typing
ML function of type  a  >  b,<functional programming
"Show that { xy ‰ö£ |x| = |y|, x ‰äÊ y } is context free",<formal languages
"Show that { xy ‰ö£ |x| = |y|, x ‰äÊ y } is context free",<context free
Decision problem such that any algorithm admits an exponentially faster algorithm,<complexity theory
Deriving the regular expression for C style ** comments,<compilers
Deriving the regular expression for C style ** comments,<parsers
Deriving the regular expression for C style ** comments,<regular languages
Are all context free and regular languages efficiently decidable?,<formal languages
Are all context free and regular languages efficiently decidable?,<regular languages
Are all context free and regular languages efficiently decidable?,<context free
Are all context free and regular languages efficiently decidable?,<efficiency
Are all system calls blocking?,<operating systems
Are all system calls blocking?,<os kernel
Which instruction yields atomicity in this expression that makes the result 2?,<operating systems
Which instruction yields atomicity in this expression that makes the result 2?,<programming languages
Which instruction yields atomicity in this expression that makes the result 2?,<concurrency
"Distinguishing between uppercase and lowercase letters in the move to front"" method""""istinguishing between""",<combinatorics
"Distinguishing between uppercase and lowercase letters in the move to front"" method""""istinguishing between""",<data compression
Do you get DFS if you change the queue to a stack in a BFS implementation?,<algorithms
Do you get DFS if you change the queue to a stack in a BFS implementation?,<graphs
In place algorithm for interleaving an array,<algorithms
In place algorithm for interleaving an array,<in place
In place algorithm for interleaving an array,<arrays
What is the height of an empty BST when using it in context for balancing?,<algorithms
What is the height of an empty BST when using it in context for balancing?,<data structures
What is the height of an empty BST when using it in context for balancing?,<terminology
ML functions from polymorphic lists to polymorphic lists,<programming languages
ML functions from polymorphic lists to polymorphic lists,<typing
ML functions from polymorphic lists to polymorphic lists,<functional programming
Not all Red Black trees are balanced?,<data structures
Not all Red Black trees are balanced?,<binary trees
Not all Red Black trees are balanced?,<search trees
Why is encrypting with the same one time pad not good?,<cryptography
Why is encrypting with the same one time pad not good?,<information theory
Why is encrypting with the same one time pad not good?,<encryption
What is an intuitive way to explain and understand De Morgan s Law?,<logic
What is an intuitive way to explain and understand De Morgan s Law?,<discrete mathematics
What is an intuitive way to explain and understand De Morgan s Law?,<didactics
Why hasn t there been an encryption algorithm that is based on the known NP Hard problems?,<complexity theory
Why hasn t there been an encryption algorithm that is based on the known NP Hard problems?,<np hard
Why hasn t there been an encryption algorithm that is based on the known NP Hard problems?,<encryption
Why hasn t there been an encryption algorithm that is based on the known NP Hard problems?,<cryptography
How to verify number with Bob without Eve knowing?,<algorithms
How to verify number with Bob without Eve knowing?,<cryptography
What goes wrong with sums of Landau terms?,<asymptotics
What goes wrong with sums of Landau terms?,<landau notation
How can it be decidable whether pi has some sequence of digits?,<computability
How can it be decidable whether pi has some sequence of digits?,<undecidability
Counting binary trees,<combinatorics
Counting binary trees,<binary trees
Counting binary trees,<discrete mathematics
Languages accepted by modified versions of finite automata,<formal languages
Languages accepted by modified versions of finite automata,<automata
Languages accepted by modified versions of finite automata,<finite automata
Is this language defined using twin primes regular?,<formal languages
Is this language defined using twin primes regular?,<automata
Is this language defined using twin primes regular?,<regular languages
Is this language defined using twin primes regular?,<finite automata
Path to formal methods,<formal methods
Path to formal methods,<education
Proving closure under reversal of languages accepted by min heap automata,<formal languages
Proving closure under reversal of languages accepted by min heap automata,<automata
Proving closure under reversal of languages accepted by min heap automata,<closure properties
Proving closure under complementation of languages accepted by min heap automata,<formal languages
Proving closure under complementation of languages accepted by min heap automata,<automata
Proving closure under complementation of languages accepted by min heap automata,<closure properties
Computational power of deterministic versus nondeterministic min heap automata,<formal languages
Computational power of deterministic versus nondeterministic min heap automata,<automata
Computational power of deterministic versus nondeterministic min heap automata,<nondeterminism
A DFA for recognizing comments,<formal languages
A DFA for recognizing comments,<automata
A DFA for recognizing comments,<finite automata
A DFA for recognizing comments,<compilers
Is a function looking for subsequences of digits of pi computable?,<computability
Is a function looking for subsequences of digits of pi computable?,<real numbers
Measuring the difficulty of SAT instances,<complexity theory
Measuring the difficulty of SAT instances,<satisfiability
Measuring the difficulty of SAT instances,<heuristics
How to find a superstar in linear time?,<algorithms
How to find a superstar in linear time?,<graphs
Approximation of minimum bandwidth on binary trees,<complexity theory
Approximation of minimum bandwidth on binary trees,<np complete
Approximation of minimum bandwidth on binary trees,<reference request
Approximation of minimum bandwidth on binary trees,<approximation
"Is there any concrete relation between GÌ¦del s incompleteness theorem, the halting problem and universal Turing machines?",<computability
"Is there any concrete relation between GÌ¦del s incompleteness theorem, the halting problem and universal Turing machines?",<logic
AVL trees are not weight balanced?,<data structures
AVL trees are not weight balanced?,<binary trees
AVL trees are not weight balanced?,<search trees
How hard is counting the number of simple paths between two nodes in a directed graph?,<algorithms
How hard is counting the number of simple paths between two nodes in a directed graph?,<complexity theory
How hard is counting the number of simple paths between two nodes in a directed graph?,<graph theory
An indexing function for graphs,<algorithms
An indexing function for graphs,<graphs
Easy to state open problems in computability theory,<computability
Break an authentication protocol based on a pre shared symmetric key,<cryptography
Break an authentication protocol based on a pre shared symmetric key,<protocols
Break an authentication protocol based on a pre shared symmetric key,<authentication
Is it possible to derive a string in this rewriting system?,<computability
Is it possible to derive a string in this rewriting system?,<term rewriting
Fine grained security models for XML data,<security
Fine grained security models for XML data,<access control
Fine grained security models for XML data,<structured data
Is interaction more powerful than algorithms?,<computability
Is interaction more powerful than algorithms?,<computation models
"Which combinations of pre , post  and in order sequentialisation are unique?",<algorithms
"Which combinations of pre , post  and in order sequentialisation are unique?",<binary trees
termination of two concurrent threads with shared variables,<concurrency
termination of two concurrent threads with shared variables,<shared memory
termination of two concurrent threads with shared variables,<imperative programming
CCS process for a drink dispenser with two different prices,<logic
CCS process for a drink dispenser with two different prices,<concurrency
CCS process for a drink dispenser with two different prices,<modelling
CCS process for a drink dispenser with two different prices,<process algebras
CCS process for a drink dispenser with two different prices,<ccs
Ray Tracing versus object based rendering?,<graphics
Why are there so many programming languages?,<programming languages
List of intro TCS books for those who don t know much about TCS,<education
Why do neural networks seem to perform better with restrictions placed on their topology?,<machine learning
Why do neural networks seem to perform better with restrictions placed on their topology?,<network topology
Why do neural networks seem to perform better with restrictions placed on their topology?,<neural networks
Similarities and differences in major process algebras,<logic
Similarities and differences in major process algebras,<concurrency
Similarities and differences in major process algebras,<process algebras
How is the key in a private key encryption protocol exchanged?,<cryptography
How is the key in a private key encryption protocol exchanged?,<encryption
"Decision problems vs real"" problems that aren t yes or no""""ecision problems vs ""real"" problems """"cision problems""",<complexity theory
"Decision problems vs real"" problems that aren t yes or no""""ecision problems vs ""real"" problems """"cision problems""",<time complexity
"Decision problems vs real"" problems that aren t yes or no""""ecision problems vs ""real"" problems """"cision problems""",<np hard
"Decision problems vs real"" problems that aren t yes or no""""ecision problems vs ""real"" problems """"cision problems""",<approximation
For what kind of data are hash table operations O(1)?,<data structures
For what kind of data are hash table operations O(1)?,<runtime analysis
For what kind of data are hash table operations O(1)?,<hash tables
For what kind of data are hash table operations O(1)?,<dictionaries
"Break an authentication protocol based on a pre shared symmetric key, with message numbers",<cryptography
"Break an authentication protocol based on a pre shared symmetric key, with message numbers",<protocols
"Break an authentication protocol based on a pre shared symmetric key, with message numbers",<authentication
Saving on array initialization,<data structures
Saving on array initialization,<arrays
Clustering of Songs (The Joe Walsh Problem),<machine learning
Clustering of Songs (The Joe Walsh Problem),<modelling
Are generational garbage collectors inherently cache friendly?,<programming languages
Are generational garbage collectors inherently cache friendly?,<computer architecture
Are generational garbage collectors inherently cache friendly?,<cpu cache
Are generational garbage collectors inherently cache friendly?,<garbage collection
Does there exist a priority queue with O(1) extracts?,<data structures
Does there exist a priority queue with O(1) extracts?,<amortized analysis
Does there exist a priority queue with O(1) extracts?,<priority queues
What is coinduction?,<logic
What is coinduction?,<proof techniques
What is coinduction?,<formal methods
What is coinduction?,<terminology
Visual Programming languages,<programming languages
Notions of efficient computation,<complexity theory
Notions of efficient computation,<efficiency
Notions of efficient computation,<computation models
When are two simulations not a bisimulation?,<programming languages
When are two simulations not a bisimulation?,<formal methods
When are two simulations not a bisimulation?,<semantics
When are two simulations not a bisimulation?,<process algebras
How Do Common Pathfinding Algorithms Compare To Human Process,<algorithms
How Do Common Pathfinding Algorithms Compare To Human Process,<graphs
How Do Common Pathfinding Algorithms Compare To Human Process,<artificial intelligence
"Given a string and a CFG, what characters can follow the string (in the sentential forms of the CFG)?",<algorithms
"Given a string and a CFG, what characters can follow the string (in the sentential forms of the CFG)?",<context free
"Given a string and a CFG, what characters can follow the string (in the sentential forms of the CFG)?",<formal grammars
"Given a string and a CFG, what characters can follow the string (in the sentential forms of the CFG)?",<compilers
Creating a Self Ordering Binary Tree,<algorithms
Creating a Self Ordering Binary Tree,<data structures
Creating a Self Ordering Binary Tree,<binary trees
Creating a Self Ordering Binary Tree,<search trees
Why has research on genetic algorithms slowed?,<machine learning
Why has research on genetic algorithms slowed?,<data mining
Why has research on genetic algorithms slowed?,<evolutionary computing
Why has research on genetic algorithms slowed?,<history
"BigO, Running Time, Invariants   Learning Resources",<algorithms
"BigO, Running Time, Invariants   Learning Resources",<landau notation
"BigO, Running Time, Invariants   Learning Resources",<education
"BigO, Running Time, Invariants   Learning Resources",<runtime analysis
Generating uniformly distributed random numbers using a coin,<algorithms
Generating uniformly distributed random numbers using a coin,<probability theory
Generating uniformly distributed random numbers using a coin,<randomness
Generating uniformly distributed random numbers using a coin,<random number generator
"Expressing an arbitrary permutation as a sequence of (insert, move, delete) operations",<algorithms
"Expressing an arbitrary permutation as a sequence of (insert, move, delete) operations",<combinatorics
"Expressing an arbitrary permutation as a sequence of (insert, move, delete) operations",<string metrics
What is the complexity of these tree based algorithms?,<algorithms
What is the complexity of these tree based algorithms?,<time complexity
What is the complexity of these tree based algorithms?,<binary trees
What combination of data structures efficiently stores discrete Bayesian networks?,<data structures
What combination of data structures efficiently stores discrete Bayesian networks?,<machine learning
Algorithmic intuition for logarithmic complexity,<algorithms
Algorithmic intuition for logarithmic complexity,<complexity theory
Algorithmic intuition for logarithmic complexity,<time complexity
Algorithmic intuition for logarithmic complexity,<intuition
Could quantum computing eventually be used to make modern day hashing trivial to break?,<cryptography
Could quantum computing eventually be used to make modern day hashing trivial to break?,<quantum computing
Could quantum computing eventually be used to make modern day hashing trivial to break?,<hash
Can every linear grammar be converted to Greibach form?,<formal languages
Can every linear grammar be converted to Greibach form?,<formal grammars
CPU frequency per year,<computer architecture
CPU frequency per year,<empirical research
CPU frequency per year,<data sets
Measuring one way network latency,<computer networks
Measuring one way network latency,<protocols
Measuring one way network latency,<distributed systems
Late and Early Bisimulation,<programming languages
Late and Early Bisimulation,<formal methods
Late and Early Bisimulation,<semantics
Late and Early Bisimulation,<process algebras
Improve worst case time of depth first search on Euler graphs,<algorithms
Improve worst case time of depth first search on Euler graphs,<graphs
Improve worst case time of depth first search on Euler graphs,<graph traversal
Improve worst case time of depth first search on Euler graphs,<eulerian paths
How can I decide manually whether two CTL formulae are equivalent?,<logic
How can I decide manually whether two CTL formulae are equivalent?,<model checking
How can I decide manually whether two CTL formulae are equivalent?,<computation tree logic
How can solutions of a Diophantine equation be expressed as a language?,<formal languages
How can solutions of a Diophantine equation be expressed as a language?,<computability
How can I prove this language is not context free?,<formal languages
How can I prove this language is not context free?,<context free
How can I prove this language is not context free?,<formal grammars
How can I prove this language is not context free?,<pumping lemma
Find shortest paths in a weighed unipathic graph,<algorithms
Find shortest paths in a weighed unipathic graph,<graphs
Decidablity of Languages of Grammars and Automata,<formal languages
Decidablity of Languages of Grammars and Automata,<computability
Decidablity of Languages of Grammars and Automata,<context free
Decidablity of Languages of Grammars and Automata,<regular languages
Decidablity of Languages of Grammars and Automata,<turing machines
What is beta equivalence?,<logic
What is beta equivalence?,<terminology
What is beta equivalence?,<lambda calculus
What is beta equivalence?,<type theory
A Question relating to a Turing Machine with a useless state,<computability
A Question relating to a Turing Machine with a useless state,<undecidability
A Question relating to a Turing Machine with a useless state,<formal methods
A Question relating to a Turing Machine with a useless state,<turing machines
Language of the values of an affine function,<formal languages
Language of the values of an affine function,<context free
Language of the values of an affine function,<regular languages
Language of the values of an affine function,<integers
Language of the graph of an affine function,<formal languages
Language of the graph of an affine function,<regular languages
Language of the graph of an affine function,<context free
Language of the graph of an affine function,<integers
Deciding on Sub Problems for Dynamic Programming,<algorithms
Deciding on Sub Problems for Dynamic Programming,<dynamic programming
Is there a difference between lambda xy.xy and lambda x.lambda y.xy?,<logic
Is there a difference between lambda xy.xy and lambda x.lambda y.xy?,<lambda calculus
Logarithmic vs double logarithmic time complexity,<algorithms
Logarithmic vs double logarithmic time complexity,<complexity theory
Logarithmic vs double logarithmic time complexity,<binary trees
Logarithmic vs double logarithmic time complexity,<algorithm analysis
Logarithmic vs double logarithmic time complexity,<search trees
What are the uses of Markov Chains in CS?,<probability theory
What are the uses of Markov Chains in CS?,<markov chains
Is there a  string stack  data structure that supports these string operations?,<data structures
Is there a  string stack  data structure that supports these string operations?,<time complexity
Is there a  string stack  data structure that supports these string operations?,<strings
Is there a  string stack  data structure that supports these string operations?,<stacks
Are Turing machines more powerful than pushdown automata?,<formal languages
Are Turing machines more powerful than pushdown automata?,<computability
Are Turing machines more powerful than pushdown automata?,<automata
Are Turing machines more powerful than pushdown automata?,<turing machines
Are Turing machines more powerful than pushdown automata?,<pushdown automata
Non trivial tractable properties of triples,<complexity theory
How many edges can a unipathic graph have?,<graphs
How many edges can a unipathic graph have?,<combinatorics
"Turing Completeness + Dataflow Unification = Arbitrarily invertible (pure, nonrecursive) functions?",<programming languages
How to convert an NFA with overlapping cycles into a regular expression?,<algorithms
How to convert an NFA with overlapping cycles into a regular expression?,<formal languages
How to convert an NFA with overlapping cycles into a regular expression?,<finite automata
How to convert an NFA with overlapping cycles into a regular expression?,<regular expressions
How does a two way pushdown automaton work?,<formal languages
How does a two way pushdown automaton work?,<computability
How does a two way pushdown automaton work?,<automata
How does a two way pushdown automaton work?,<pushdown automata
Decidable restrictions of the Post Correspondence Problem,<complexity theory
Decidable restrictions of the Post Correspondence Problem,<computability
Decidable restrictions of the Post Correspondence Problem,<reference request
How does a wifi password encrypt data using WEP and WPA?,<cryptography
How does a wifi password encrypt data using WEP and WPA?,<computer networks
How does a wifi password encrypt data using WEP and WPA?,<encryption
How does a wifi password encrypt data using WEP and WPA?,<security
Finding exact corner solutions to linear programming using interior point methods,<algorithms
Finding exact corner solutions to linear programming using interior point methods,<optimization
Finding exact corner solutions to linear programming using interior point methods,<linear programming
Error correcting rate is misleading,<information theory
Error correcting rate is misleading,<coding theory
Is Directed Graph a Graph?,<graphs
Research on evaluating the performance of cache obliviousness in practice,<algorithms
Research on evaluating the performance of cache obliviousness in practice,<data structures
Research on evaluating the performance of cache obliviousness in practice,<computer architecture
Research on evaluating the performance of cache obliviousness in practice,<reference request
Research on evaluating the performance of cache obliviousness in practice,<cpu cache
Does every large enough string have repeats?,<combinatorics
Does every large enough string have repeats?,<strings
Does every large enough string have repeats?,<word combinatorics
Are two elements always in a relation within a partially ordered set?,<terminology
Are two elements always in a relation within a partially ordered set?,<discrete mathematics
Are two elements always in a relation within a partially ordered set?,<order theory
Error in the use of asymptotic notation,<algorithms
Error in the use of asymptotic notation,<landau notation
Error in the use of asymptotic notation,<asymptotics
Error in the use of asymptotic notation,<recurrence relation
Reduction from 3 Partition problem to Balanced Partition problem,<complexity theory
Reduction from 3 Partition problem to Balanced Partition problem,<reductions
